你好，	4.22451496124	0.700623989105	0.360371112823	4.07860803604
你几岁啊，你几岁了，	8.51796984673	2.66068911552	0.336119890213	2.50132608414
你吃饭了没，	3.28786802292	0.63685297966	0.562080860138	1.24088811874
你是不是开始吃了，	8.26330280304	2.9293191433	0.594207048416	1.3122189045
你吃的什么啊，	8.46403813362	2.4193880558	0.492615938187	1.78934192657
什么？	4.13437795639	1.02311611176	0.519824981689	2.7522380352
你知道什么啊，	2.82981586456	0.541634082794	0.349796056747	4.87971901894
你看看我想问什么？	3.07756114006	0.803475856781	0.487904071808	3.27136707306
哦，	2.84362101555	0.951794147491	0.381610870361	0.949048042297
呵呵，	2.83298707008	0.616777896881	0.314754962921	4.44466495514
吃饭了吗你，	3.31842184067	0.758677959442	0.476447105408	8.33624196053
我想听故事，	3.49363803864	0.688196897507	0.000713109970093	0.0
讲个故事，	3.31956291199	0.762374162674	0.46786403656	29.2344739437
听新闻，	7.58748793602	2.54148101807	0.811209917068	31.4391670227
明天天气怎么样，	18.1787250042	6.01486206055	0.388626813889	26.2803051472
啊我想睡觉了拜拜，	7.81333494186	2.73518705368	0.431421041489	2.23299694061
我想听米店，	3.75251603127	0.857692956924	0.00788116455078	0.0
你好，你好啊，才下，嗯，	16.5112221241	1.35616588593	0.504430055618	3.45946502686
我想听你的，	11.7711668015	1.11194705963	0.0121920108795	0.0
我想，听你的，啊，我想听你听，吗？你好，我想听你店，	76.4044699669	3.60411000252	0.864853143692	2.41760182381
我想听你的，	6.58455991745	1.00016093254	0.00173807144165	0.0
我想听你的，	2.47319698334	0.705977201462	0.0105078220367	0.0
我想听你的，	2.92655086517	0.825475931168	0.0122640132904	0.0
我想听小，	3.09960889816	0.84753704071	0.0125319957733	0.0
你叫什么名啊，	4.61823105812	1.2560338974	1.47637319565	5.42701101303
啊，	2.42723798752	0.826428890228	0.298221111298	0.937227964401
大声点，	4.67954492569	2.08390688896	1.50807714462	3.31272292137
我想听你变，	5.08032417297	1.81793093681	0.00164103507996	0.0
